artist_name,album_release_year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,explicit,track_name,album_name,key_mode
Taylor Swift,2020,0.575,0.434,5,-8.193,0.0312,0.735,6.59E-05,0.105,0.348,145.916,229840,FALSE,_is the damn season,evermore,F major
Taylor Swift,2020,0.316,0.361,9,-10.381,0.0488,0.878,2.67E-05,0.0797,0.221,74.952,245440,TRUE,tolerate it,evermore,A major
Taylor Swift,2020,0.546,0.613,7,-7.589,0.0264,0.418,0,0.103,0.535,79.015,215626,FALSE,"no body, no crime (feat. HAIM)",evermore,G minor
Taylor Swift,2020,0.559,0.334,11,-10.733,0.0376,0.87,0,0.114,0.211,122.079,315146,TRUE,happiness,evermore,B major
Taylor Swift,2020,0.605,0.488,4,-8.322,0.0264,0.696,0,0.129,0.354,119.966,225880,FALSE,dorothea,evermore,E major
Taylor Swift,2020,0.537,0.537,8,-11.266,0.0617,0.819,0.000904,0.142,0.292,107.895,275320,FALSE,coney island (feat. The National),evermore,G# major
Taylor Swift,2020,0.515,0.545,2,-9.277,0.0353,0.855,1.97E-05,0.0921,0.535,88.856,260440,TRUE,ivy,evermore,D major
Taylor Swift,2020,0.604,0.517,0,-9.014,0.0347,0.768,0.000155,0.123,0.511,127.967,275040,TRUE,cowboy like me,evermore,C major
Taylor Swift,2020,0.546,0.73,0,-7.704,0.0417,0.66,0.179,0.0972,0.573,157.895,215920,FALSE,long story short,evermore,C major
Taylor Swift,2020,0.535,0.561,5,-11.609,0.0484,0.876,0.000136,0.115,0.287,96.103,257773,FALSE,marjorie,evermore,F major
Taylor Swift,2020,0.689,0.704,9,-10.813,0.245,0.835,4.83E-06,0.134,0.92,151.884,180653,FALSE,closure,evermore,A major
Taylor Swift,2020,0.39,0.27,1,-10.673,0.0308,0.937,0.00227,0.111,0.32,125.177,304106,FALSE,evermore (feat. Bon Iver),evermore,C# major
Taylor Swift,2020,0.78,0.361,0,-6.942,0.048,0.75,7.14E-06,0.108,0.163,139.902,210240,TRUE,the 1,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C major
Taylor Swift,2020,0.612,0.58,0,-8.572,0.0419,0.525,0.000414,0.26,0.534,130.045,239560,FALSE,cardigan,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C minor
Taylor Swift,2020,0.688,0.653,7,-8.558,0.0403,0.481,0.00414,0.106,0.701,147.991,231000,TRUE,the last great american dynasty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],G major
Taylor Swift,2020,0.31,0.374,6,-8.464,0.0275,0.761,2.46E-05,0.11,0.16,75.938,285640,FALSE,exile (feat. Bon Iver),folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],F# major
Taylor Swift,2020,0.456,0.265,0,-10.663,0.0328,0.814,0,0.0679,0.112,129.947,255893,FALSE,my tears ricochet,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C major
Taylor Swift,2020,0.549,0.417,7,-10.064,0.035,0.686,1.90E-06,0.0604,0.347,110.137,208973,FALSE,mirrorball,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],G major
Taylor Swift,2020,0.602,0.494,4,-10.813,0.0277,0.888,2.59E-05,0.0902,0.374,94.955,208906,FALSE,seven,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],E major
Taylor Swift,2020,0.387,0.634,5,-9.222,0.0363,0.553,6.93E-05,0.0931,0.42,89.567,261920,FALSE,august,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],F major
Taylor Swift,2020,0.511,0.478,9,-9.837,0.0322,0.312,2.30E-05,0.147,0.408,135.882,195106,FALSE,this is me trying,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],A major
Taylor Swift,2020,0.529,0.304,10,-10.567,0.0356,0.862,0,0.108,0.44,119.58,190893,FALSE,illicit affairs,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],A# major
Taylor Swift,2020,0.651,0.459,4,-11.128,0.0507,0.859,6.63E-05,0.105,0.454,83.455,252880,FALSE,invisible string,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],E minor
Taylor Swift,2020,0.593,0.7,3,-9.016,0.0492,0.67,6.77E-06,0.116,0.451,141.898,237266,TRUE,mad woman,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],D# major
Taylor Swift,2020,0.317,0.254,1,-13.679,0.0286,0.727,0.000326,0.0867,0.103,93.933,289746,FALSE,epiphany,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C# major
Taylor Swift,2020,0.595,0.376,0,-8.767,0.0256,0.589,0,0.0989,0.476,95.946,294520,TRUE,betty,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C major
Taylor Swift,2020,0.644,0.284,5,-12.879,0.0821,0.916,1.50E-05,0.0909,0.328,150.072,234000,TRUE,peace,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],F major
Taylor Swift,2020,0.676,0.178,8,-15.01,0.0394,0.964,7.90E-06,0.135,0.404,118.84,220040,FALSE,hoax,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],G# major
Taylor Swift,2020,0.313,0.258,2,-11.532,0.0383,0.842,1.30E-06,0.0948,0.268,179.947,211813,FALSE,the lakes - bonus track,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],D major
Taylor Swift,2020,0.708,0.25,0,-10.731,0.0361,0.898,0.026,0.102,0.156,139.803,219893,TRUE,the 1 - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C major
Taylor Swift,2020,0.395,0.234,0,-9.704,0.0382,0.88,0,0.107,0.247,86.478,230680,FALSE,cardigan - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C minor
Taylor Swift,2020,0.64,0.618,7,-11.715,0.0379,0.743,0.004,0.0574,0.614,147.948,232346,FALSE,the last great american dynasty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],G major
Taylor Swift,2020,0.359,0.305,6,-10.295,0.0306,0.848,6.74E-05,0.111,0.108,151.956,279893,FALSE,exile (feat. Bon Iver) - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],F# major
Taylor Swift,2020,0.531,0.172,0,-12.34,0.0351,0.946,1.01E-05,0.0615,0.168,129.007,295173,FALSE,my tears ricochet - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C major
Taylor Swift,2020,0.509,0.386,2,-8.434,0.0272,0.78,3.45E-05,0.118,0.109,109.993,237373,FALSE,mirrorball - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],D major
Taylor Swift,2020,0.694,0.449,4,-11.49,0.0301,0.914,0.000126,0.1,0.363,94.963,208986,FALSE,seven - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],E major
Taylor Swift,2020,0.554,0.663,5,-8.961,0.0324,0.5,4.77E-05,0.791,0.545,89.977,260000,FALSE,august - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],F major
Taylor Swift,2020,0.435,0.332,9,-11.611,0.031,0.928,0.000898,0.0867,0.157,68.097,209293,FALSE,this is me trying - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],A major
Taylor Swift,2020,0.489,0.235,10,-10.274,0.0356,0.883,0,0.113,0.435,117.699,183720,FALSE,illicit affairs - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],A# major
Taylor Swift,2020,0.59,0.282,7,-10.542,0.0281,0.942,4.85E-06,0.11,0.351,83.438,257359,FALSE,invisible string - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],G major
Taylor Swift,2020,0.663,0.465,3,-10.463,0.0408,0.887,0.000168,0.109,0.346,141.834,238333,TRUE,mad woman - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],D# major
Taylor Swift,2020,0.524,0.2,1,-13.004,0.0274,0.916,0.000392,0.068,0.113,93.87,274880,FALSE,epiphany - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],C# major
Taylor Swift,2020,0.538,0.316,9,-9.5,0.0299,0.841,0,0.119,0.518,95.68,290040,TRUE,betty - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],A minor
Taylor Swift,2020,0.619,0.344,5,-11.472,0.0647,0.93,7.61E-05,0.0734,0.513,149.897,214373,TRUE,peace - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],F major
Taylor Swift,2020,0.682,0.155,8,-13.083,0.0394,0.962,0,0.18,0.483,118.832,221800,FALSE,hoax - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],G# major
Taylor Swift,2020,0.606,0.221,2,-11.767,0.0468,0.794,0,0.0888,0.112,89.844,199733,FALSE,the lakes - the long pond studio sessions,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],D major
Taylor Swift,2020,0.78,0.361,0,-6.942,0.048,0.75,7.14E-06,0.108,0.163,139.902,210240,TRUE,the 1,folklore (deluxe version),C major
Taylor Swift,2020,0.612,0.58,0,-8.572,0.0419,0.525,0.000414,0.26,0.534,130.045,239560,FALSE,cardigan,folklore (deluxe version),C minor
Taylor Swift,2020,0.688,0.653,7,-8.558,0.0403,0.481,0.00414,0.106,0.701,147.991,231000,TRUE,the last great american dynasty,folklore (deluxe version),G major
Taylor Swift,2020,0.31,0.374,6,-8.464,0.0275,0.761,2.46E-05,0.11,0.16,75.938,285640,FALSE,exile (feat. Bon Iver),folklore (deluxe version),F# major
Taylor Swift,2020,0.456,0.265,0,-10.663,0.0328,0.814,0,0.0679,0.112,129.947,255893,FALSE,my tears ricochet,folklore (deluxe version),C major
Taylor Swift,2020,0.549,0.417,7,-10.064,0.035,0.686,1.90E-06,0.0604,0.347,110.137,208973,FALSE,mirrorball,folklore (deluxe version),G major
Taylor Swift,2020,0.602,0.494,4,-10.813,0.0277,0.888,2.59E-05,0.0902,0.374,94.955,208906,FALSE,seven,folklore (deluxe version),E major
Taylor Swift,2020,0.387,0.634,5,-9.222,0.0363,0.553,6.93E-05,0.0931,0.42,89.567,261920,FALSE,august,folklore (deluxe version),F major
Taylor Swift,2020,0.511,0.478,9,-9.837,0.0322,0.312,2.30E-05,0.147,0.408,135.882,195106,FALSE,this is me trying,folklore (deluxe version),A major
Taylor Swift,2020,0.529,0.304,10,-10.567,0.0356,0.862,0,0.108,0.44,119.58,190893,FALSE,illicit affairs,folklore (deluxe version),A# major
Taylor Swift,2020,0.651,0.459,4,-11.128,0.0507,0.859,6.63E-05,0.105,0.454,83.455,252880,FALSE,invisible string,folklore (deluxe version),E minor
Taylor Swift,2020,0.593,0.7,3,-9.016,0.0492,0.67,6.77E-06,0.116,0.451,141.898,237266,TRUE,mad woman,folklore (deluxe version),D# major
Taylor Swift,2020,0.317,0.254,1,-13.679,0.0286,0.727,0.000326,0.0867,0.103,93.933,289746,FALSE,epiphany,folklore (deluxe version),C# major
Taylor Swift,2020,0.595,0.376,0,-8.767,0.0256,0.589,0,0.0989,0.476,95.946,294520,TRUE,betty,folklore (deluxe version),C major
Taylor Swift,2020,0.644,0.284,5,-12.879,0.0821,0.916,1.50E-05,0.0909,0.328,150.072,234000,TRUE,peace,folklore (deluxe version),F major
Taylor Swift,2020,0.676,0.178,8,-15.01,0.0394,0.964,7.90E-06,0.135,0.404,118.84,220040,FALSE,hoax,folklore (deluxe version),G# major
Taylor Swift,2020,0.313,0.258,2,-11.532,0.0383,0.842,1.30E-06,0.0948,0.268,179.947,211813,FALSE,the lakes - bonus track,folklore (deluxe version),D major
Taylor Swift,2020,0.777,0.357,0,-6.942,0.0522,0.757,7.28E-06,0.108,0.172,139.883,210251,TRUE,the 1,folklore,C major
Taylor Swift,2020,0.613,0.581,0,-8.588,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,FALSE,cardigan,folklore,C minor
Taylor Swift,2020,0.686,0.662,7,-8.505,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,TRUE,the last great american dynasty,folklore,G major
Taylor Swift,2020,0.298,0.38,6,-8.426,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634,FALSE,exile (feat. Bon Iver),folklore,F# major
Taylor Swift,2020,0.456,0.263,0,-10.63,0.0332,0.806,0,0.0749,0.111,129.86,255893,FALSE,my tears ricochet,folklore,C major
Taylor Swift,2020,0.553,0.413,2,-10.037,0.0334,0.687,2.33E-06,0.0594,0.379,110.107,208977,FALSE,mirrorball,folklore,D major
Taylor Swift,2020,0.596,0.488,4,-10.769,0.0274,0.9,2.70E-05,0.091,0.415,94.926,208906,FALSE,seven,folklore,E major
Taylor Swift,2020,0.532,0.623,5,-9.208,0.0331,0.538,7.28E-05,0.0925,0.403,89.937,261922,FALSE,august,folklore,F major
Taylor Swift,2020,0.515,0.476,9,-9.843,0.0328,0.314,4.74E-05,0.171,0.412,135.886,195097,FALSE,this is me trying,folklore,A major
Taylor Swift,2020,0.559,0.31,10,-10.445,0.0338,0.881,0,0.106,0.46,119.845,190898,FALSE,illicit affairs,folklore,A# major
Taylor Swift,2020,0.653,0.452,4,-11.143,0.055,0.838,7.73E-05,0.108,0.45,83.433,252880,FALSE,invisible string,folklore,E minor
Taylor Swift,2020,0.592,0.699,3,-8.995,0.0471,0.655,1.68E-05,0.114,0.506,141.916,237258,TRUE,mad woman,folklore,D# major
Taylor Swift,2020,0.354,0.267,1,-13.69,0.0281,0.731,0.000402,0.0858,0.113,94.219,289749,FALSE,epiphany,folklore,C# major
Taylor Swift,2020,0.593,0.377,0,-8.761,0.0253,0.6,0,0.0976,0.502,95.939,294521,TRUE,betty,folklore,C major
Taylor Swift,2020,0.647,0.272,5,-12.906,0.0916,0.918,1.73E-05,0.0918,0.339,150.044,234000,TRUE,peace,folklore,F major
Taylor Swift,2020,0.662,0.181,8,-15.065,0.0415,0.966,3.86E-06,0.133,0.429,118.819,220042,FALSE,hoax,folklore,G# major
Taylor Swift,2019,0.664,0.316,5,-10.345,0.519,0.298,2.03E-06,0.0812,0.541,92.875,170640,FALSE,I Forgot That You Existed,Lover,F major
Taylor Swift,2019,0.552,0.702,9,-5.707,0.157,0.117,2.06E-05,0.105,0.564,169.994,178426,FALSE,Cruel Summer,Lover,A major
Taylor Swift,2019,0.359,0.543,7,-7.582,0.0919,0.492,1.58E-05,0.118,0.453,68.534,221306,FALSE,Lover,Lover,G major
Taylor Swift,2019,0.777,0.658,0,-5.191,0.054,0.0767,0,0.0901,0.633,110.048,190360,FALSE,The Man,Lover,C major
Taylor Swift,2019,0.292,0.574,0,-9.375,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,FALSE,The Archer,Lover,C major
Taylor Swift,2019,0.897,0.366,0,-8.029,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173386,FALSE,I Think He Knows,Lover,C major
Taylor Swift,2019,0.662,0.747,11,-6.926,0.0736,0.028,0.00615,0.138,0.487,150.088,234146,FALSE,Miss Americana & The Heartbreak Prince,Lover,B minor
Taylor Swift,2019,0.811,0.719,9,-6.553,0.0497,0.0129,1.36E-05,0.0742,0.865,103.979,222400,FALSE,Paper Rings,Lover,A major
Taylor Swift,2019,0.824,0.624,0,-9.728,0.0827,0.781,0.000189,0.1,0.248,102.012,287266,FALSE,Cornelia Street,Lover,C major
Taylor Swift,2019,0.712,0.732,4,-6.754,0.0629,0.454,0,0.319,0.313,94.071,198533,FALSE,Death By A Thousand Cuts,Lover,E major
Taylor Swift,2019,0.695,0.71,1,-6.639,0.05,0.0246,0.000104,0.133,0.557,157.925,190240,FALSE,London Boy,Lover,C# major
Taylor Swift,2019,0.433,0.182,0,-12.566,0.0641,0.907,0,0.123,0.421,207.476,201586,FALSE,Soon You'll Get Better (feat. The Chicks),Lover,C major
Taylor Swift,2019,0.739,0.32,11,-10.862,0.239,0.736,0.000147,0.111,0.351,79.97,200306,FALSE,False God,Lover,B minor
Taylor Swift,2019,0.771,0.671,2,-5.617,0.0553,0.00929,0,0.0637,0.714,85.026,171360,FALSE,You Need To Calm Down,Lover,D major
Taylor Swift,2019,0.756,0.449,9,-8.746,0.0344,0.13,0,0.114,0.399,111.011,223293,FALSE,Afterglow,Lover,A major
Taylor Swift,2019,0.61,0.83,0,-4.105,0.0571,0.033,0,0.118,0.728,182.162,193000,FALSE,ME! (feat. Brendon Urie of Panic! At The Disco),Lover,C major
Taylor Swift,2019,0.737,0.175,10,-9.912,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,FALSE,It's Nice To Have A Friend,Lover,A# major
Taylor Swift,2019,0.557,0.496,0,-9.602,0.0563,0.808,0.000173,0.0772,0.265,149.983,293453,FALSE,Daylight,Lover,C major
Taylor Swift,2017,0.613,0.764,2,-6.509,0.136,0.0527,0,0.197,0.417,160.015,208186,FALSE,...Ready For It?,reputation,D major
Taylor Swift,2017,0.649,0.589,2,-6.237,0.0558,0.00845,0,0.108,0.151,159.073,244826,FALSE,End Game,reputation,D major
Taylor Swift,2017,0.696,0.602,0,-6.156,0.159,0.0679,2.11E-05,0.0696,0.305,82.989,238253,FALSE,I Did Something Bad,reputation,C minor
Taylor Swift,2017,0.615,0.534,9,-6.719,0.0386,0.106,1.76E-05,0.0607,0.193,135.917,236413,FALSE,Don't Blame Me,reputation,A minor
Taylor Swift,2017,0.75,0.404,9,-10.178,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,FALSE,Delicate,reputation,A minor
Taylor Swift,2017,0.766,0.709,9,-6.471,0.123,0.204,1.41E-05,0.126,0.506,128.07,211853,FALSE,Look What You Made Me Do,reputation,A minor
Taylor Swift,2017,0.574,0.61,2,-7.283,0.0732,0.122,1.10E-06,0.13,0.374,74.957,227906,FALSE,So It Goes...,reputation,D major
Taylor Swift,2017,0.8,0.535,7,-6.684,0.135,0.0713,9.48E-06,0.213,0.451,92.027,209680,FALSE,Gorgeous,reputation,G major
Taylor Swift,2017,0.562,0.689,2,-6.745,0.127,0.00465,2.23E-06,0.0888,0.351,172.054,233626,FALSE,Getaway Car,reputation,D major
Taylor Swift,2017,0.675,0.703,0,-7.902,0.0382,0.00882,2.21E-06,0.0391,0.314,110.01,214320,FALSE,King Of My Heart,reputation,C major
Taylor Swift,2017,0.624,0.691,0,-6.686,0.196,0.0604,1.10E-05,0.138,0.284,160.024,211506,FALSE,Dancing With Our Hands Tied,reputation,C minor
Taylor Swift,2017,0.719,0.469,0,-8.792,0.0533,0.0329,0,0.169,0.0851,120.085,230373,FALSE,Dress,reputation,C major
Taylor Swift,2017,0.567,0.789,5,-5.986,0.115,0.0156,0,0.382,0.438,163.96,207133,FALSE,This Is Why We Can't Have Nice Things,reputation,F major
Taylor Swift,2017,0.598,0.504,9,-9.874,0.0731,0.186,0.000221,0.34,0.252,163.954,203506,FALSE,Call It What You Want,reputation,A major
Taylor Swift,2017,0.661,0.151,0,-12.864,0.0354,0.921,0,0.13,0.23,94.922,235466,FALSE,New Year's Day,reputation,C major
Taylor Swift,2017,0.602,0.605,0,-7.803,0.0244,0.0448,0.000334,0.128,0.316,93.061,329160,FALSE,All Too Well,reputation Stadium Tour Surprise Song Playlist,C major
Taylor Swift,2017,0.55,0.688,8,-7.416,0.0897,0.0692,0.00144,0.106,0.465,139.997,220440,FALSE,Wildest Dreams,reputation Stadium Tour Surprise Song Playlist,G# major
Taylor Swift,2017,0.669,0.448,1,-8.566,0.0285,0.639,4.06E-06,0.158,0.383,126.068,246306,FALSE,The Best Day,reputation Stadium Tour Surprise Song Playlist,C# major
Taylor Swift,2017,0.605,0.899,1,-4.273,0.0423,0.0779,0.000125,0.0911,0.647,124.985,223093,FALSE,Red,reputation Stadium Tour Surprise Song Playlist,C# minor
Taylor Swift,2017,0.627,0.816,4,-6.698,0.0774,0.0162,0.00208,0.0965,0.648,157.043,202960,FALSE,Holy Ground,reputation Stadium Tour Surprise Song Playlist,E major
Taylor Swift,2017,0.626,0.427,10,-6.993,0.0234,0.313,0,0.138,0.263,99.959,204706,FALSE,Teardrops On My Guitar - Radio Single Remix,reputation Stadium Tour Surprise Song Playlist,A# major
Taylor Swift,2017,0.545,0.663,2,-5.05,0.0363,0.114,0,0.321,0.565,178.013,203440,FALSE,Our Song,reputation Stadium Tour Surprise Song Playlist,D major
Taylor Swift,2017,0.66,0.733,7,-6.564,0.0379,0.00254,0.00146,0.0473,0.68,104.009,232120,FALSE,22,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.536,0.464,6,-6.761,0.0412,0.00476,2.67E-06,0.0357,0.665,77.318,219720,FALSE,I Knew You Were Trouble.,reputation Stadium Tour Surprise Song Playlist,F# major
Taylor Swift,2017,0.731,0.445,0,-8.418,0.0533,0.0586,1.96E-05,0.14,0.106,117.97,247160,FALSE,I Don't Wanna Live Forever (Fifty Shades Darker),reputation Stadium Tour Surprise Song Playlist,C major
Taylor Swift,2017,0.576,0.754,4,-3.982,0.0428,0.451,0,0.223,0.79,163.886,238693,FALSE,Mean,reputation Stadium Tour Surprise Song Playlist,E major
Taylor Swift,2017,0.765,0.656,5,-6.112,0.0504,0.00364,0.00868,0.0918,0.545,119.997,247533,FALSE,How You Get The Girl,reputation Stadium Tour Surprise Song Playlist,F major
Taylor Swift,2017,0.574,0.61,2,-7.283,0.0732,0.122,1.10E-06,0.13,0.374,74.957,227906,FALSE,So It Goes...,reputation Stadium Tour Surprise Song Playlist,D major
Taylor Swift,2017,0.55,0.628,7,-4.437,0.0269,0.0717,0,0.138,0.211,95.122,295320,FALSE,Fifteen,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.621,0.779,7,-2.943,0.0301,0.00302,3.22E-06,0.187,0.67,121.034,231866,FALSE,Mine,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.61,0.782,5,-2.98,0.0309,0.041,0,0.16,0.399,114.977,262920,FALSE,Sparks Fly,reputation Stadium Tour Surprise Song Playlist,F major
Taylor Swift,2017,0.591,0.828,4,-5.895,0.0333,0.000184,0.00113,0.0879,0.383,129.962,295720,FALSE,State Of Grace,reputation Stadium Tour Surprise Song Playlist,E major
Taylor Swift,2017,0.431,0.949,5,-2.622,0.0605,0.0648,0,0.0612,0.37,162.012,245413,FALSE,Haunted,reputation Stadium Tour Surprise Song Playlist,F major
Taylor Swift,2017,0.714,0.309,2,-8.828,0.0302,0.824,0,0.136,0.545,124.894,292920,FALSE,Never Grow Up,reputation Stadium Tour Surprise Song Playlist,D major
Taylor Swift,2017,0.704,0.621,2,-8.086,0.0334,0.101,4.30E-06,0.14,0.395,109.995,242760,FALSE,Treacherous,reputation Stadium Tour Surprise Song Playlist,D major
Taylor Swift,2017,0.577,0.784,1,-3.266,0.101,0.0221,0,0.125,0.643,171.791,215106,FALSE,Babe,reputation Stadium Tour Surprise Song Playlist,C# minor
Taylor Swift,2017,0.789,0.634,7,-4.762,0.0323,0.0348,1.64E-06,0.302,0.658,116.992,212600,FALSE,Welcome To New York,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.603,0.718,5,-4.401,0.0272,0.0377,0,0.307,0.429,100.163,242973,FALSE,Fearless,reputation Stadium Tour Surprise Song Playlist,F major
Taylor Swift,2017,0.535,0.626,8,-3.895,0.0274,0.0717,0.00127,0.158,0.218,81.963,353253,FALSE,Enchanted,reputation Stadium Tour Surprise Song Playlist,G# major
Taylor Swift,2017,0.543,0.763,5,-4.206,0.0376,0.00418,0,0.111,0.234,96.006,281053,FALSE,Change,reputation Stadium Tour Surprise Song Playlist,F major
Taylor Swift,2017,0.61,0.56,0,-7.392,0.0279,0.469,0,0.087,0.228,159.837,239346,FALSE,Ours,reputation Stadium Tour Surprise Song Playlist,C major
Taylor Swift,2017,0.553,0.841,7,-6.937,0.0396,0.000743,1.19E-05,0.341,0.338,92.008,235800,FALSE,Out Of The Woods,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.483,0.548,4,-6.291,0.0254,0.00471,2.01E-06,0.0997,0.217,79.926,223920,FALSE,Come Back...Be Here,reputation Stadium Tour Surprise Song Playlist,E major
Taylor Swift,2017,0.573,0.767,9,-2.929,0.0323,0.0577,0,0.327,0.438,114.984,202080,FALSE,A Place in this World,reputation Stadium Tour Surprise Song Playlist,A major
Taylor Swift,2017,0.481,0.435,4,-8.795,0.0321,0.678,0,0.0928,0.107,143.95,250093,FALSE,This Love,reputation Stadium Tour Surprise Song Playlist,E major
Taylor Swift,2017,0.706,0.505,4,-7.639,0.0358,0.0352,0,0.13,0.561,117.935,240266,FALSE,The Lucky One,reputation Stadium Tour Surprise Song Playlist,E major
Taylor Swift,2017,0.609,0.383,7,-5.732,0.0243,0.56,0,0.165,0.224,96.005,205853,FALSE,Invisible,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.442,0.48,1,-7.405,0.0281,0.416,0,0.129,0.167,73.849,264946,FALSE,Breathe,reputation Stadium Tour Surprise Song Playlist,C# major
Taylor Swift,2017,0.502,0.843,5,-3.648,0.0378,0.123,0,0.0974,0.507,143.944,263613,FALSE,Better Man,reputation Stadium Tour Surprise Song Playlist,F major
Taylor Swift,2017,0.617,0.699,2,-5.712,0.0274,0.113,0,0.074,0.818,80.007,238093,FALSE,Jump Then Fall,reputation Stadium Tour Surprise Song Playlist,D major
Taylor Swift,2017,0.53,0.526,7,-8.349,0.0263,0.199,3.52E-06,0.14,0.323,79.025,239426,FALSE,Begin Again,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.479,0.547,2,-4.948,0.0275,0.521,0,0.0728,0.238,146.147,251213,FALSE,Tied Together with a Smile,reputation Stadium Tour Surprise Song Playlist,D major
Taylor Swift,2017,0.547,0.808,4,-3.63,0.0398,0.00556,0.000304,0.0587,0.65,139.908,267653,FALSE,The Story Of Us,reputation Stadium Tour Surprise Song Playlist,E major
Taylor Swift,2017,0.607,0.829,10,-5.02,0.0588,0.0806,0,0.207,0.52,128.057,226293,FALSE,Forever & Always,reputation Stadium Tour Surprise Song Playlist,A# major
Taylor Swift,2017,0.843,0.541,6,-7.361,0.0318,0.191,1.85E-06,0.108,0.838,116.001,256040,FALSE,Hey Stephen,reputation Stadium Tour Surprise Song Playlist,F# major
Taylor Swift,2017,0.712,0.603,7,-3.753,0.0304,0.0991,0,0.102,0.714,118.986,243346,FALSE,Speak Now,reputation Stadium Tour Surprise Song Playlist,G major
Taylor Swift,2017,0.422,0.692,3,-5.447,0.0549,0.0493,2.57E-05,0.177,0.197,184.014,245560,FALSE,Wonderland,reputation Stadium Tour Surprise Song Playlist,D# major
Taylor Swift,2017,0.578,0.348,0,-8.066,0.0257,0.314,0,0.1,0.218,92.673,235400,FALSE,White Horse,reputation Stadium Tour Surprise Song Playlist,C major
Taylor Swift,2017,0.556,0.933,8,-3.685,0.072,0.00454,0.000469,0.101,0.521,143.936,215600,FALSE,I'm Only Me When I'm With You,reputation Stadium Tour Surprise Song Playlist,G# major
Taylor Swift,2017,0.649,0.777,9,-5.797,0.0391,0.0192,0.000487,0.234,0.616,126.014,220600,FALSE,Starlight,reputation Stadium Tour Surprise Song Playlist,A major
Taylor Swift,2017,0.602,0.755,0,-4.991,0.071,0.245,0,0.178,0.495,159.965,195706,FALSE,I Know Places,reputation Stadium Tour Surprise Song Playlist,C major
Taylor Swift,2014,0.789,0.634,7,-4.762,0.0323,0.0348,1.64E-06,0.302,0.658,116.992,212600,FALSE,Welcome To New York,1989 (Deluxe),G major
Taylor Swift,2014,0.76,0.703,5,-5.412,0.054,0.103,0,0.0913,0.57,95.997,231826,FALSE,Blank Space,1989 (Deluxe),F major
